EraID,EraNarrative,EventID,EventNarrative,EventDifficulty,OptionID,OptionText,OptionTag,PositiveOutcomeText,NegativeOutcomeText,PositivePS_Change,NegativePS_Change,PositiveStable_Change,NegativeStable_Change
Modern,"Industrial change reshaped <CityName> with new technologies, expanding factories, and rapid population growth. Political movements challenged old systems, while global trade raised both opportunity and risk. Innovation accelerated faster than society adapted, and <CityName> had to balance progress with stability as it confronted competition, unrest, and evolving expectations from its citizens.",E9,"A fast-spreading virus emerges, overwhelming hospitals and alarming citizens. Scientists rush to identify its nature while the public demands decisive action.",DISEASE OUTBREAK,O2,Accelerate vaccine research through emergency funding.,Unique,"Scientists achieve breakthroughs quickly, producing an effective early vaccine candidate. Global praise floods in as your nation leads the fight.","Research setbacks reveal safety concerns, delaying progress. Media sensationalises missteps, creating fear and confusion.",+10,-8,2,-2
Modern,"Industrial change reshaped <CityName> with new technologies, expanding factories, and rapid population growth. Political movements challenged old systems, while global trade raised both opportunity and risk. Innovation accelerated faster than society adapted, and <CityName> had to balance progress with stability as it confronted competition, unrest, and evolving expectations from its citizens.",E9,"A fast-spreading virus emerges, overwhelming hospitals and alarming citizens. Scientists rush to identify its nature while the public demands decisive action.",DISEASE OUTBREAK,O3,Deploy mobile medical units to outbreak hotspots.,Unique,Rapid-response teams contain clusters before they spread. Their effectiveness restores hope in the healthcare system and reduces panic.,Medical units become overwhelmed or attacked by frightened citizens. The chaos undermines containment efforts and sparks national fear.,+9,-7,3,-3
Modern,"Industrial change reshaped <CityName> with new technologies, expanding factories, and rapid population growth. Political movements challenged old systems, while global trade raised both opportunity and risk. Innovation accelerated faster than society adapted, and <CityName> had to balance progress with stability as it confronted competition, unrest, and evolving expectations from its citizens.",E9,"A fast-spreading virus emerges, overwhelming hospitals and alarming citizens. Scientists rush to identify its nature while the public demands decisive action.",DISEASE OUTBREAK,O4,Launch a mass public health education campaign.,Unique,Clear instructions empower citizens to protect themselves. Infection rates fall as compliance rises and misinformation declines.,"Conflicting messages from influencers and fringe groups drown out official guidance. Confusion spreads, worsening the outbreak.",+8,-7,4,-4
Modern,"Industrial change reshaped <CityName> with new technologies, expanding factories, and rapid population growth. Political movements challenged old systems, while global trade raised both opportunity and risk. Innovation accelerated faster than society adapted, and <CityName> had to balance progress with stability as it confronted competition, unrest, and evolving expectations from its citizens.",E9,"A fast-spreading virus emerges, overwhelming hospitals and alarming citizens. Scientists rush to identify its nature while the public demands decisive action.",DISEASE OUTBREAK,O5,Temporarily subsidise essential goods for affected households.,Unique,"Families feel supported during hardship, easing public anxiety. Resource distribution becomes more orderly, preventing supply panic.","Supply chains buckle under increased demand. Shortages worsen, and citizens accuse leaders of poor planning.",+7,-6,5,-5
Modern,"Industrial change reshaped <CityName> with new technologies, expanding factories, and rapid population growth. Political movements challenged old systems, while global trade raised both opportunity and risk. Innovation accelerated faster than society adapted, and <CityName> had to balance progress with stability as it confronted competition, unrest, and evolving expectations from its citizens.",E10,"A controversial legal case, whistleblower leak, or viral injustice forces the nation to confront questions of ethics, justice, and social stability.",MORAL DILEMMA,O1,Hold a transparent public hearing broadcast nationwide.,Unique,The hearing demonstrates accountability and transparency. Citizens feel empowered by open justice and trust begins to rebuild.,"The hearing becomes politicised, with grandstanding overshadowing substance. Public frustration intensifies as real answers fail to emerge.",+10,-8,1,-1
Modern,"Industrial change reshaped <CityName> with new technologies, expanding factories, and rapid population growth. Political movements challenged old systems, while global trade raised both opportunity and risk. Innovation accelerated faster than society adapted, and <CityName> had to balance progress with stability as it confronted competition, unrest, and evolving expectations from its citizens.",E10,"A controversial legal case, whistleblower leak, or viral injustice forces the nation to confront questions of ethics, justice, and social stability.",MORAL DILEMMA,O2,Pursue a lenient sentence focused on rehabilitation.,Unique,The decision signals compassion and modern values. Social groups praise the forward-thinking approach to justice and societal healing.,"Opponents accuse you of being soft on crime. The decision triggers heated public debate, with some claiming the justice system is losing its authority. Tensions rise as confidence in legal institutions erodes.",+9,-7,2,-2
Modern,"Industrial change reshaped <CityName> with new technologies, expanding factories, and rapid population growth. Political movements challenged old systems, while global trade raised both opportunity and risk. Innovation accelerated faster than society adapted, and <CityName> had to balance progress with stability as it confronted competition, unrest, and evolving expectations from its citizens.",E10,"A controversial legal case, whistleblower leak, or viral injustice forces the nation to confront questions of ethics, justice, and social stability.",MORAL DILEMMA,O3,Enforce a strict sentence to reaffirm the rule of law.,Unique,The firm ruling reassures those who fear chaos and lawlessness. Supporters applaud the clarity and strength of the legal system.,"Human rights groups and reform advocates condemn the severity. Protests grow, and the nation wrestles with accusations of injustice.",+8,-7,3,-3
Modern,"Industrial change reshaped <CityName> with new technologies, expanding factories, and rapid population growth. Political movements challenged old systems, while global trade raised both opportunity and risk. Innovation accelerated faster than society adapted, and <CityName> had to balance progress with stability as it confronted competition, unrest, and evolving expectations from its citizens.",E10,"A controversial legal case, whistleblower leak, or viral injustice forces the nation to confront questions of ethics, justice, and social stability.",MORAL DILEMMA,O4,Establish an independent ethics committee to review the case.,Unique,The committee’s thorough investigation and recommendations lend credibility to the final decision. Citizens see a balanced approach to justice and ethics.,"The committee takes too long or appears biased. Many dismiss its findings, and the attempt at neutrality is mocked as indecision.",+11,-9,4,-4
Modern,"Industrial change reshaped <CityName> with new technologies, expanding factories, and rapid population growth. Political movements challenged old systems, while global trade raised both opportunity and risk. Innovation accelerated faster than society adapted, and <CityName> had to balance progress with stability as it confronted competition, unrest, and evolving expectations from its citizens.",E10,"A controversial legal case, whistleblower leak, or viral injustice forces the nation to confront questions of ethics, justice, and social stability.",MORAL DILEMMA,O5,Encourage national dialogue through town halls and moderated online forums.,Unique,"Structured conversations help citizens air concerns constructively. New perspectives spread, and the issue becomes a catalyst for civic education.","Discussions spiral into toxic arguments despite moderation. Echo chambers deepen, and the controversy leaves society more divided than before.",+7,-6,5,-5
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E1,"A critical shortage emerges: deuterium for fusion cores, helium-3 for lunar reactors, rare metals for shipyards, or water for colonies. Mining accidents, FTL disruptions, or diplomatic tension threaten stability across worlds.",RESOURCE SHORTAGE,O1,Redirect mining fleets to a high-risk asteroid belt rich in rare materials.,Unique,"The fleet successfully navigates the unstable belt, extracting massive mineral loads. Shipyards roar back to life, and colonists celebrate the swift recovery. Humanity feels unstoppable.","Unstable gravitational tides collapse several mining rigs. Lives are lost, production drops further, and colony governors demand accountability for the reckless gamble.",+12,-10,1,-1
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E1,"A critical shortage emerges: deuterium for fusion cores, helium-3 for lunar reactors, rare metals for shipyards, or water for colonies. Mining accidents, FTL disruptions, or diplomatic tension threaten stability across worlds.",RESOURCE SHORTAGE,O2,Open emergency trade negotiations with independent Martian and Europa federations.,Unique,"Despite historic tensions, the federations agree to sell surplus resources at fair prices. Diplomatic channels warm, and interplanetary cooperation reaches a new milestone.","Talks sour when Martian delegates accuse Earth of attempting economic manipulation. Trade routes tighten, and distrust spreads across the solar system.",+9,-8,2,-2
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E1,"A critical shortage emerges: deuterium for fusion cores, helium-3 for lunar reactors, rare metals for shipyards, or water for colonies. Mining accidents, FTL disruptions, or diplomatic tension threaten stability across worlds.",RESOURCE SHORTAGE,O3,Activate orbital recycling arrays to repurpose derelict satellites and space debris.,Unique,"Massive quantities of refined metals are reclaimed from orbital junkyards. Engineers hail it as the most efficient recycling operation in history, inspiring environmental confidence.",Unexpected debris trajectories cause collisions with active stations. Public outrage grows as orbital safety concerns escalate and salvage output plummets.,+8,-7,3,-3
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E1,"A critical shortage emerges: deuterium for fusion cores, helium-3 for lunar reactors, rare metals for shipyards, or water for colonies. Mining accidents, FTL disruptions, or diplomatic tension threaten stability across worlds.",RESOURCE SHORTAGE,O4,Use military cargo cruisers to reroute essential supplies across FTL corridors.,Unique,"Military precision stabilises logistics instantly. Colonies receive life-sustaining shipments, and the fleet earns admiration for protecting civilian interests.","A cruiser miscalculates an FTL jump and disappears. Panic sweeps the colonies, and accusations of militarisation undermine public trust in leadership.",+11,-9,4,-4
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E1,"A critical shortage emerges: deuterium for fusion cores, helium-3 for lunar reactors, rare metals for shipyards, or water for colonies. Mining accidents, FTL disruptions, or diplomatic tension threaten stability across worlds.",RESOURCE SHORTAGE,O5,Invest in a breakthrough synthetic material engineered in zero-gravity research labs.,Unique,"Scientists create a viable replacement for the missing resource. Production scales rapidly, positioning your civilisation as the technological leader of the galaxy.","The prototypes destabilise under atmospheric pressure, destroying the research facility. Funding collapses and confidence in off-world science wavers.",+10,-8,5,-5
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E2,"As humanity spreads across planets, cultures diverge. Colonists, Earth-born citizens, AI-driven societies, and genetically modified populations clash over identity, autonomy, and the future of civilisation.",CULTURAL SCHISM,O1,Host holographic cross-colony forums to encourage cultural exchange.,Unique,Shared experiences and immersive communication soften misunderstandings across worlds. Unity strengthens as citizens find pride in a multi-planet identity.,"Activist groups hijack the forums, spreading inflammatory messages. Interplanetary distrust deepens as conversations collapse into ideological chaos.",+10,-8,1,-1
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E2,"As humanity spreads across planets, cultures diverge. Colonists, Earth-born citizens, AI-driven societies, and genetically modified populations clash over identity, autonomy, and the future of civilisation.",CULTURAL SCHISM,O2,Fund cross-planet educational programs standardising history and ethics curricula.,Unique,"Students across planets develop a shared foundational worldview, reducing tension between colonies. A new generation embraces unity over division.","Colonies accuse Earth of cultural imperialism. Protests break out demanding curriculum independence, worsening friction.",+9,-7,2,-2
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E2,"As humanity spreads across planets, cultures diverge. Colonists, Earth-born citizens, AI-driven societies, and genetically modified populations clash over identity, autonomy, and the future of civilisation.",CULTURAL SCHISM,O3,Recognise and protect unique planetary cultures through interstellar legislation.,Unique,"Granting formal protection earns widespread respect. Colonies feel acknowledged, leading to renewed diplomatic cooperation.","Some factions interpret the legislation as implicit favoritism, reigniting old rivalries. Accusations of political bias spread.",+8,-7,3,-3
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E2,"As humanity spreads across planets, cultures diverge. Colonists, Earth-born citizens, AI-driven societies, and genetically modified populations clash over identity, autonomy, and the future of civilisation.",CULTURAL SCHISM,O4,Deploy cultural ambassadors—trained mediators fluent in multiple colony customs.,Unique,"Ambassadors excel at bridging divides, easing long-standing resentments. Tensions cool as misunderstandings are clarified peacefully.",Ambassadors are rejected by extremist groups who view them as tools of central authority. Hostility increases in border colonies.,+11,-10,4,-4
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E2,"As humanity spreads across planets, cultures diverge. Colonists, Earth-born citizens, AI-driven societies, and genetically modified populations clash over identity, autonomy, and the future of civilisation.",CULTURAL SCHISM,O5,"Encourage interplanetary festivals showcasing arts, cuisine, and innovation from all colonies.",Unique,"Festivals become celebrated traditions across the solar system, fostering joy and camaraderie. Citizens embrace diversity as a hallmark of civilisation.","Attempted sabotage at one event sparks fear. Colonies blame each other for the attack, worsening tensions.",+7,-6,5,-5
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E3,"Hyper-efficient automation, asteroid mining breakthroughs, or quantum markets trigger explosive economic growth. Wealth surges, but inequality across planets risks destabilising civilisation.",ECONOMIC BOOM,O1,Expand orbital shipyards and hire multi-world labour forces.,Unique,"Shipyard capacity skyrockets, supplying both civilian and military fleets. Employment thrives across planets, strengthening interstellar unity.",Labour disputes erupt between colonies competing for contracts. Accusations of unfair hiring spark waves of political backlash.,+11,-9,1,-1
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E3,"Hyper-efficient automation, asteroid mining breakthroughs, or quantum markets trigger explosive economic growth. Wealth surges, but inequality across planets risks destabilising civilisation.",ECONOMIC BOOM,O2,Lower interplanetary trade tariffs to stimulate economic exchange.,Unique,Trade routes flourish as goods flow freely across worlds. Markets stabilise and optimism spreads throughout colonies.,Local industries collapse under competition. Angry colonists accuse leadership of prioritising foreign planets over home economies.,+9,-7,2,-2
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E3,"Hyper-efficient automation, asteroid mining breakthroughs, or quantum markets trigger explosive economic growth. Wealth surges, but inequality across planets risks destabilising civilisation.",ECONOMIC BOOM,O3,Invest massively in Dyson-array solar collectors orbiting the Sun.,Unique,"The energy surplus transforms civilisation. Costs plummet, powering megastructures and giving colonies unprecedented prosperity.","Construction setbacks drain budgets. Critics label the project a financial black hole, fracturing political alliances.",+10,-8,3,-3
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E3,"Hyper-efficient automation, asteroid mining breakthroughs, or quantum markets trigger explosive economic growth. Wealth surges, but inequality across planets risks destabilising civilisation.",ECONOMIC BOOM,O4,"Support small-scale lunar, Martian, and orbital entrepreneurs with microgrants.",Unique,Innovation blossoms across colonies as independent inventors create new markets. The boom feels inclusive and empowering.,Fraud and misuse of grants lead to scandals. Media outrage destabilises trust in economic leadership.,+8,-7,4,-4
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E3,"Hyper-efficient automation, asteroid mining breakthroughs, or quantum markets trigger explosive economic growth. Wealth surges, but inequality across planets risks destabilising civilisation.",ECONOMIC BOOM,O5,Promote interstellar tourism showcasing terraformed worlds and orbital cities.,Unique,Tourism booms as citizens travel the stars. Revenue floods colonies and strengthens cultural exchange.,"Overtourism damages fragile ecosystems. Environmentalists protest, claiming the boom is unsustainable.",+7,-6,5,-5
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E4,"A scandal on Earth, a coup attempt on Mars, or an AI-governor malfunction shakes the stability of interstellar governance. Citizens across worlds question who truly leads humanity.",LEADERSHIP CRISIS,O1,Broadcast a unified interplanetary address clarifying leadership and responsibility.,Unique,"The speech resonates across colonies, restoring calm. Citizens appreciate clarity and renewed stability in government.","The address is criticized as evasive or performative. Colonists react negatively, deepening mistrust toward leadership.",+10,-8,1,-1
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E4,"A scandal on Earth, a coup attempt on Mars, or an AI-governor malfunction shakes the stability of interstellar governance. Citizens across worlds question who truly leads humanity.",LEADERSHIP CRISIS,O2,Form a temporary coalition government including representatives from all major colonies.,Unique,"Shared leadership eases political tensions. Colonies feel genuinely included, stabilising the governance structure.","Ideological clashes paralyse decision-making. The coalition quickly fractures, worsening the crisis.",+9,-7,2,-2
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E4,"A scandal on Earth, a coup attempt on Mars, or an AI-governor malfunction shakes the stability of interstellar governance. Citizens across worlds question who truly leads humanity.",LEADERSHIP CRISIS,O3,Appoint a respected AI mediator to oversee interplanetary negotiations.,Unique,The AI’s neutrality restores trust and accelerates problem-solving. Citizens across worlds feel reassured by fair arbitration.,Opponents accuse the government of ceding control to machines. Protests rise across colonies rejecting algorithmic authority.,+11,-10,3,-3
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E4,"A scandal on Earth, a coup attempt on Mars, or an AI-governor malfunction shakes the stability of interstellar governance. Citizens across worlds question who truly leads humanity.",LEADERSHIP CRISIS,O4,Launch a transparent investigation into the crisis with full public access.,Unique,"Transparency strengthens democracy. Citizens rally behind the commitment to truth, smoothing tensions across planets.","The investigation reveals uncomfortable truths, sparking fear and anger. Stability worsens as political factions seize the narrative.",+8,-7,4,-4
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E4,"A scandal on Earth, a coup attempt on Mars, or an AI-governor malfunction shakes the stability of interstellar governance. Citizens across worlds question who truly leads humanity.",LEADERSHIP CRISIS,O5,Stabilise planetary security forces and temporarily centralise authority.,Unique,Centralised command prevents unrest from spreading. Colonies appreciate the firm but controlled approach to restoring order.,Colonists fear authoritarian overreach. Security deployments trigger resistance movements demanding autonomy.,+7,-6,5,-5
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E5,"A quantum AI discovery, new FTL refinement, or bioengineering revolution promises to reshape civilisation—but its implications spark fierce debate.",TECHNOLOGICAL BREAKTHROUGH,O1,Release the breakthrough technology to all colonies immediately.,Unique,"The discovery accelerates development across every world. Innovation flourishes as colonies unlock new potential, strengthening unity through shared advancement.",Unequal adoption creates chaos—wealthy colonies surge ahead while others fall behind. Protests erupt claiming systemic inequity.,+11,-9,1,-1
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E5,"A quantum AI discovery, new FTL refinement, or bioengineering revolution promises to reshape civilisation—but its implications spark fierce debate.",TECHNOLOGICAL BREAKTHROUGH,O2,Restrict access until full safety evaluations are complete.,Unique,The cautious approach pays off as hidden instabilities are discovered in testing. Lives and infrastructure are saved from potential catastrophe.,"Colonies accuse the government of hoarding progress. Underground markets form, spreading unregulated and dangerous prototypes.",+9,-7,2,-2
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E5,"A quantum AI discovery, new FTL refinement, or bioengineering revolution promises to reshape civilisation—but its implications spark fierce debate.",TECHNOLOGICAL BREAKTHROUGH,O3,Use the technology to upgrade key megastructures such as Dyson arrays and orbital elevators.,Unique,"Megastructures leap in efficiency, boosting civilisation-wide energy output and transportation capacity. Hope spreads rapidly.",A calibration error destabilises a critical structure. Emergency containment drains resources and stokes public fear.,+10,-8,3,-3
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E5,"A quantum AI discovery, new FTL refinement, or bioengineering revolution promises to reshape civilisation—but its implications spark fierce debate.",TECHNOLOGICAL BREAKTHROUGH,O4,Share the discovery only with colonies facing economic or social instability.,Unique,Targeted support revitalises struggling colonies. Their renewed prosperity stabilises regional tensions and earns deep gratitude.,Other colonies protest perceived favouritism. Rivalries intensify as political blocs form around the allocation decision.,+8,-7,4,-4
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E5,"A quantum AI discovery, new FTL refinement, or bioengineering revolution promises to reshape civilisation—but its implications spark fierce debate.",TECHNOLOGICAL BREAKTHROUGH,O5,Invite a council of human and AI scientists to determine ethical usage.,Unique,"The council produces a balanced, visionary charter. Citizens praise the transparency and long-term planning.","The council deadlocks, fueling cynicism. Fringe groups spread conspiracy theories claiming hidden agendas.",+7,-6,5,-5
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E6,"A solar flare surge, terraforming failure, asteroid strike warning, or alien microbe outbreak threatens the stability of one or more colonies.",NATURAL DISASTER,O1,Evacuate vulnerable colonies using FTL-capable relief vessels.,Unique,"The evacuation proceeds with precision. Millions are relocated safely, and gratitude strengthens interplanetary unity.","Evacuation corridors overload. Several ships become stranded mid-jump, causing panic and interplanetary outrage.",+12,-10,1,-1
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E6,"A solar flare surge, terraforming failure, asteroid strike warning, or alien microbe outbreak threatens the stability of one or more colonies.",NATURAL DISASTER,O2,Activate planetary defense arrays to shield critical infrastructure.,Unique,"The planetary shields absorb catastrophic forces, preserving cities and research hubs. Engineers are celebrated for their heroism.","A shield overload causes grid-wide blackouts. Essential systems fail, leaving colonies vulnerable and fearful.",+10,-8,2,-2
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E6,"A solar flare surge, terraforming failure, asteroid strike warning, or alien microbe outbreak threatens the stability of one or more colonies.",NATURAL DISASTER,O3,Deploy terraforming stabilizers to contain atmospheric or geological damage.,Unique,Stabilizers restore balance swiftly. Citizens praise the swift response and renewed confidence in planetary engineering.,"A malfunction worsens the disaster. Terraforming systems spiral out of control, rendering entire regions uninhabitable.",+9,-7,3,-3
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E6,"NATURAL DISASTER — A solar flare surge, terraforming failure, asteroid strike warning, or alien microbe outbreak threatens the stability of one or more colonies.",NATURAL DISASTER,O4,Mobilise scientific task forces to study the event and prevent recurrence.,Unique,"Breakthrough insights emerge, improving defensive protocols and technology across every world.",Research delays frustrate colonists demanding immediate action. Trust erodes as debates stall critical solutions.,+8,-7,4,-4
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E6,"NATURAL DISASTER — A solar flare surge, terraforming failure, asteroid strike warning, or alien microbe outbreak threatens the stability of one or more colonies.",NATURAL DISASTER,O5,Seal affected colonies under temporary quarantine barriers.,Unique,The swift isolation prevents the disaster from spreading across worlds. Citizens welcome the decisive containment.,Colonies feel abandoned and revolt against containment measures. Civil unrest spreads system‑wide.,+7,-6,5,-5
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E7,FOREIGN RELATIONS INCIDENT — A diplomatic crisis erupts involving a newly contacted alien species or a dispute between independent human colonies.,FOREIGN RELATIONS INCIDENT,O1,Send a multilingual diplomatic envoy including AI translators.,Unique,"The envoy impresses with empathy and clarity. Tensions cool as communication barriers dissolve, opening new alliances.",A mistranslation sparks misunderstanding. Talks collapse and relations deteriorate rapidly.,+11,-9,1,-1
Space,"<CityName> extended its influence beyond Earth through orbital facilities, lunar industry, and early colonies. Advanced reactors and long-range travel opened new frontiers, but resources stretched thin and political interests diverged across worlds. Each decision carried amplified consequences, shaping whether <CityName> thrived among the stars or fractured under interplanetary pressures.",E7,FOREIGN RELATIONS INCIDENT — A diplomatic crisis erupts involving a newly contacted alien species or a dispute between independent human colonies.,FOREIGN RELATIONS INCIDENT,O2,Strengthen orbital defenses while maintaining an open diplomatic channel.,Unique,This balanced approach discourages aggression without provoking it. Colonies commend your strategic wisdom.,The maneuver is interpreted as hostile posturing. The opposing faction mobilises fleets in response.,+10,-8,2,-2
